,region,sales_price,bedroom,bathroom,parking,dimensions
10283,"Pinheiros, Sao Paulo",7500000,4,0,7,600
10284,"Moema, Sao Paulo",1600000,3,0,2,110
10285,"Moema, Sao Paulo",10900000,5,0,6,467
10286,"Moema, Sao Paulo",2200000,4,0,3,170
10287,"Vila  Nova  Conceição, Sao Paulo",3300000,2,0,3,151
10288,"Moema, Sao Paulo",2000000,4,0,2,126
10289,"Moema, Sao Paulo",3800000,5,0,4,370
10290,"Vila  Nova  Conceição, Sao Paulo",5900000,4,0,4,311
10291,"Ibirapuera, Sao Paulo",7300000,4,0,5,407
10292,"Vila  Nova  Conceição, Sao Paulo",5500000,3,0,3,231
10293,"Vila  Nova  Conceição, Sao Paulo",4800000,3,0,4,226
10294,"Vila  Nova  Conceição, Sao Paulo",5000000,3,0,3,240
10295,"Moema, Sao Paulo",8500000,3,0,5,346
10296,"Vila  Olímpia, Sao Paulo",3800000,3,0,3,200
10297,"Brooklin, Sao Paulo",2600000,4,0,4,234
10298,"Vila  Nova  Conceição, Sao Paulo",3300000,2,0,3,157
10299,"Itaim  Bibi, Sao Paulo",13000000,5,0,6,580
10300,"Vila  Nova  Conceição, Sao Paulo",5900000,4,0,4,360
10301,"Moema, Sao Paulo",1350000,4,0,2,125
10302,"Vila  Moinho  Velho, Sao Paulo",320000,2,2,2,50
10303,"Campo  Belo, Sao Paulo",1490000,4,3,3,209
10304,"Moema, Sao Paulo",450000,1,1,3,35
10305,"Saúde, Sao Paulo",780000,0,2,2,72
10306,"Campo  Belo, Sao Paulo",550000,0,1,2,83
10307,"Paraíso, Sao Paulo",1800000,0,3,2,237
10308,"Jardim  Paulista, Sao Paulo",1465000,3,2,2,158
10309,"Itaim  Bibi, Sao Paulo",5990000,4,2,3,540
10310,"Pinheiros, Sao Paulo",600000,2,1,3,78
10311,"Jardim  Paulista, Sao Paulo",424000,0,1,3,41
10312,"Pinheiros, Sao Paulo",1780000,4,4,2,148
10313,"Vila  Mascote, Sao Paulo",1698000,3,5,3,156
10314,"Vila  Madalena, Sao Paulo",1150000,3,4,3,120
10315,"Jardim  Paulista, Sao Paulo",780000,0,2,2,56
10316,"Santana, Sao Paulo",242000,0,1,2,28
10317,"Vila  Monte  Alegre, Sao Paulo",740000,3,2,2,72
10318,"Jaguaré, Sao Paulo",490000,3,2,2,83
10319,"Cidade  Líder, Sao Paulo",180000,2,1,2,48
10320,"Vila  Suzana, Sao Paulo",330000,2,1,2,67
10321,"Cerqueira  César, Sao Paulo",625000,2,2,2,71
10322,"Saúde, Sao Paulo",850000,2,2,2,106
10323,"Bela  Vista, Sao Paulo",2750000,3,5,2,139
10324,"Higienópolis, Sao Paulo",4050000,4,4,4,500
10325,"Santa  Cecília, Sao Paulo",950000,2,2,4,100
10326,"Jardim  América, Sao Paulo",12000000,4,6,5,600
10327,"Água  Branca, Sao Paulo",2990000,4,5,4,244
10328,"Vila  Madalena, Sao Paulo",3180000,4,5,5,300
10329,"Vila  Madalena, Sao Paulo",895000,2,2,5,105
10330,"Higienópolis, Sao Paulo",1550000,3,3,5,160
10331,"Centro, Sao Paulo",260000,1,1,5,70
10332,"Mooca, Sao Paulo",430000,3,2,5,92
10333,"Higienópolis, Sao Paulo",5300000,4,6,5,317
10334,"Jardim  América, Sao Paulo",1850000,3,3,2,222
10335,"Pinheiros, Sao Paulo",1160000,3,3,2,125
10336,"Pinheiros, Sao Paulo",1800000,4,3,2,150
10337,"Pinheiros, Sao Paulo",555000,2,2,2,60
10338,"Pinheiros, Sao Paulo",900000,3,3,2,110
10339,"Perdizes, Sao Paulo",1240000,4,5,2,154
10340,"Pinheiros, Sao Paulo",700000,2,2,2,78
10341,"Higienópolis, Sao Paulo",2490000,3,4,2,235
10342,"Perdizes, Sao Paulo",1380000,4,5,3,150
10343,"Jardim  América, Sao Paulo",2450000,3,3,2,240
10344,"Pinheiros, Sao Paulo",1006925,1,2,2,55
10345,"Higienópolis, Sao Paulo",2690000,4,3,2,226
10346,"Alto  da  Lapa, Sao Paulo",1100000,3,3,2,160
10347,"Cidade  Mãe  do  Céu, Sao Paulo",650000,3,3,3,160
10348,"Vila  Prudente, Sao Paulo",250500,2,2,3,49
10349,"Vila  Prudente, Sao Paulo",280000,2,1,3,52
10350,"Vila  Prudente, Sao Paulo",285000,2,1,3,50
10351,"Mooca, Sao Paulo",315000,2,2,3,79
10352,"Vila  Ema, Sao Paulo",340000,3,2,3,61
10353,"Vila  Nova  Conceição, Sao Paulo",4200000,2,0,3,198
10354,"Moema, Sao Paulo",1680000,3,0,3,155
10355,"Pinheiros, Sao Paulo",7500000,4,0,7,600
10356,"Moema, Sao Paulo",1600000,3,0,2,110
10357,"Moema, Sao Paulo",10900000,5,0,6,467
10358,"Moema, Sao Paulo",2200000,4,0,3,170
10359,"Vila  Nova  Conceição, Sao Paulo",3300000,2,0,3,151
10360,"Moema, Sao Paulo",2000000,4,0,2,126
10361,"Moema, Sao Paulo",3800000,5,0,4,370
10362,"Vila  Nova  Conceição, Sao Paulo",6500000,5,0,6,385
10363,"Moema, Sao Paulo",2000000,4,0,2,127
10364,"Vila  Nova  Conceição, Sao Paulo",3700000,2,0,3,151
10365,"Moema, Sao Paulo",1750000,3,0,2,116
10366,"Moema, Sao Paulo",3500000,4,0,5,250
10367,"Vila  Nova  Conceição, Sao Paulo",2500000,3,0,3,160
10368,"Moema, Sao Paulo",1600000,4,0,2,180
10369,"Vila  Nova  Conceição, Sao Paulo",6000000,4,0,4,295
10370,"Moema, Sao Paulo",2100000,3,0,3,235
10371,"Moema, Sao Paulo",1690000,3,6,2,180
10372,"Moema, Sao Paulo",1000000,3,0,2,100
10373,"Vila  Nova  Conceição, Sao Paulo",3500000,2,0,3,151
10374,"Moema, Sao Paulo",1600000,3,0,2,125
10375,"Vila  Olímpia, Sao Paulo",2000000,3,0,2,113
10376,"Moema, Sao Paulo",2900000,3,0,3,195
10377,"Moema, Sao Paulo",1200000,2,0,2,74
10378,"Moema, Sao Paulo",12800000,4,0,5,407
10379,"Moema, Sao Paulo",3500000,3,0,3,181
10380,"Moema, Sao Paulo",2200000,3,0,2,170
10381,"Morumbi, Sao Paulo",199000,2,1,2,40
10382,"Vila  Andrade, Sao Paulo",386000,2,2,2,57
10383,"Vila  Uberabinha, Sao Paulo",17000000,4,7,6,464
10384,"Interlagos, Sao Paulo",450000,3,2,2,77
10385,"Jardim  Marajoara, Sao Paulo",510000,3,2,2,75
10386,"Vila  Monte  Alegre, Sao Paulo",1099000,3,3,3,192
10387,"Bela  Vista, Sao Paulo",595000,2,1,3,65
10388,"Butantã, Sao Paulo",568000,3,3,2,95
10389,"Vila  Americana, Sao Paulo",175000,2,1,2,40
10390,"Campo  Belo, Sao Paulo",550000,1,1,2,42
10391,"Perdizes, Sao Paulo",720000,2,2,2,84
10392,"Vila  Clementino, Sao Paulo",330000,1,1,2,28
10393,"Higienópolis, Sao Paulo",610000,2,2,2,57
10394,"Jardim  Paulista, Sao Paulo",2980001,3,5,2,220
10395,"Vila  Pompéia, Sao Paulo",1000000,3,1,2,118
10396,"Vila  Alpina, Sao Paulo",240000,2,1,2,45
10397,"Vila  Guilherme, Sao Paulo",640000,3,2,2,80
10398,"Alto  da  Lapa, Sao Paulo",970000,3,1,2,106
10399,"Vila  Andrade, Sao Paulo",520000,3,1,2,106
10400,"Jardim  Olympia, Sao Paulo",890000,3,1,2,44000
10401,"Jardim  Arpoador, Sao Paulo",480000,3,1,2,77
10402,"Vila  Anglo  Brasileira, Sao Paulo",525000,2,1,2,59
10403,"Moema, Sao Paulo",2250000,4,0,4,180
10404,"Moema, Sao Paulo",650000,2,0,4,64
10405,"Vila  Nova  Conceição, Sao Paulo",11700000,5,0,5,675
10406,"Moema, Sao Paulo",4800000,4,0,4,292
10407,"Vila  Nova  Conceição, Sao Paulo",2500000,3,0,3,160
10408,"Vila  Nova  Conceição, Sao Paulo",2400000,3,0,2,130
10409,"Vila  Nova  Conceição, Sao Paulo",6500000,4,0,4,380
10410,"Moema, Sao Paulo",1100000,3,0,2,100
10411,"Moema, Sao Paulo",1650000,4,0,2,170
10412,"Moema, Sao Paulo",950000,2,0,2,74
10413,"Moema, Sao Paulo",1850000,3,0,2,125
10414,"Vila  Nova  Conceição, Sao Paulo",4560000,4,0,4,192
10415,"Moema, Sao Paulo",4000000,4,0,4,365
10416,"Vila  Nova  Conceição, Sao Paulo",6800000,4,0,4,311
10417,"Vila  Nova  Conceição, Sao Paulo",5700000,3,0,4,228
10418,"Vila  Nova  Conceição, Sao Paulo",3050000,2,0,3,151
10419,"Ibirapuera, Sao Paulo",15000000,5,0,6,760
10420,"Vila  Nova  Conceição, Sao Paulo",6000000,4,0,4,311
10421,"Jardins, Sao Paulo",800000,2,0,4,78
10422,"Moema, Sao Paulo",1010000,3,0,2,96
10423,"Ibirapuera, Sao Paulo",3565000,3,0,3,190
10424,"Moema, Sao Paulo",1500000,3,0,2,110
10425,"Moema, Sao Paulo",2200000,3,0,3,162
10426,"Vila  Nova  Conceição, Sao Paulo",2900000,3,0,2,140
10427,"Vila  Nova  Conceição, Sao Paulo",7000000,3,7,4,410
10428,"Paraíso, Sao Paulo",1750000,3,0,3,130
10429,"Itaim  Bibi, Sao Paulo",2000000,3,0,2,130
10430,"Vila  Nova  Conceição, Sao Paulo",5500000,3,0,4,233
10431,"Vila  Nova  Conceição, Sao Paulo",1800000,2,0,2,78
10432,"Vila  Nova  Conceição, Sao Paulo",2660000,4,0,3,160
10433,"Moema, Sao Paulo",1800000,3,0,3,130
10434,"Vila  Nova  Conceição, Sao Paulo",1800000,2,0,2,98
10435,"Moema, Sao Paulo",1550000,3,0,2,110
10436,"Moema, Sao Paulo",6200000,4,0,5,620
10437,"Vila  Nova  Conceição, Sao Paulo",6800000,4,0,4,311
10438,"Vila  Olímpia, Sao Paulo",2250000,3,0,3,127
10439,"Moema, Sao Paulo",7500000,4,0,4,312
10440,"Vila  Nova  Conceição, Sao Paulo",7000000,3,0,4,410
10441,"Vila  Nova  Conceição, Sao Paulo",6000000,4,0,4,300
10442,"Moema, Sao Paulo",2100000,3,0,3,235
10443,"Moema, Sao Paulo",1690000,3,6,2,180
10444,"Moema, Sao Paulo",1000000,3,0,2,100
10445,"Vila  Nova  Conceição, Sao Paulo",3500000,2,0,3,151
10446,"Moema, Sao Paulo",1600000,3,0,2,125
10447,"Vila  Olímpia, Sao Paulo",2000000,3,0,2,113
10448,"Moema, Sao Paulo",2900000,3,0,3,195
10449,"Moema, Sao Paulo",1200000,2,0,2,74
10450,"Moema, Sao Paulo",12800000,4,0,5,407
10451,"Moema, Sao Paulo",3500000,3,0,3,181
10452,"Moema, Sao Paulo",2200000,3,0,2,170
10453,"Morumbi, Sao Paulo",199000,2,1,2,40
10454,"Sumarezinho, Sao Paulo",565000,0,1,2,31
10455,"Moema, Sao Paulo",4000000,4,0,5,380
10456,"Moema, Sao Paulo",6200000,4,0,5,285
10457,"Moema, Sao Paulo",950000,2,0,2,74
10458,"Vila  Nova  Conceição, Sao Paulo",3800000,4,0,4,235
10459,"Moema, Sao Paulo",2400000,3,0,3,170
10460,"Moema, Sao Paulo",980000,3,0,2,100
10461,"Vila  Nova  Conceição, Sao Paulo",3250000,3,0,3,157
10462,"Vila  Nova  Conceição, Sao Paulo",9600000,4,0,5,365
10463,"Moema, Sao Paulo",3800000,4,0,4,235
10464,"Vila  Polopoli, Sao Paulo",285000,2,1,4,56
10465,"Moema, Sao Paulo",2690000,2,0,2,163
10466,"Moema, Sao Paulo",3200000,4,0,4,233
10467,"Vila  Nova  Conceição, Sao Paulo",8200000,4,0,5,320
10468,"Moema, Sao Paulo",1500000,3,0,3,110
10469,"Vila  Nova  Conceição, Sao Paulo",5000000,3,0,3,230
10470,"Moema, Sao Paulo",4800000,4,0,4,420
10471,"Moema, Sao Paulo",690000,2,2,4,70
10472,"Vila  Olímpia, Sao Paulo",1900000,3,0,2,117
10473,"Moema, Sao Paulo",4700000,4,0,4,320
10474,"Moema, Sao Paulo",6200000,4,0,5,620
10475,"Vila  Olímpia, Sao Paulo",750000,2,0,5,56
10476,"Moema, Sao Paulo",2500000,3,0,4,240
10477,"Perdizes, Sao Paulo",4600000,4,0,5,600
10478,"Vila  Nova  Conceição, Sao Paulo",6300000,4,0,4,370
10479,"Moema, Sao Paulo",1800000,3,0,3,130
10480,"Moema, Sao Paulo",3700000,4,0,5,250
10481,"Moema, Sao Paulo",1800000,3,0,3,116
10482,"Moema, Sao Paulo",2900000,3,0,4,160
10483,"Moema, Sao Paulo",1000000,3,0,4,127
10484,"Vila  Olímpia, Sao Paulo",1800000,3,0,2,113
10485,"Moema, Sao Paulo",1280000,3,0,2,117
10486,"Vila  Nova  Conceição, Sao Paulo",3700000,2,0,3,151
10487,"Moema, Sao Paulo",1950000,4,0,3,223
10488,"Moema, Sao Paulo",1800000,3,0,3,125
10489,"Vila  Nova  Conceição, Sao Paulo",6200000,4,0,5,293
10490,"Moema, Sao Paulo",5700000,4,0,5,284
10491,"Moema, Sao Paulo",3500000,3,0,4,214
10492,"Moema, Sao Paulo",3100000,3,0,3,180
10493,"Vila  Nova  Conceição, Sao Paulo",2800000,3,0,2,170
10494,"Moema, Sao Paulo",1010000,3,0,2,96
10495,"Ibirapuera, Sao Paulo",3565000,3,0,3,190
10496,"Moema, Sao Paulo",1500000,3,0,2,110
10497,"Moema, Sao Paulo",2200000,3,0,3,162
10498,"Vila  Nova  Conceição, Sao Paulo",2900000,3,0,2,140
10499,"Vila  Nova  Conceição, Sao Paulo",7000000,3,7,4,410
10500,"Paraíso, Sao Paulo",1750000,3,0,3,130
10501,"Itaim  Bibi, Sao Paulo",2000000,3,0,2,130
10502,"Vila  Nova  Conceição, Sao Paulo",5500000,3,0,4,233
10503,"Vila  Nova  Conceição, Sao Paulo",1800000,2,0,2,78
10504,"Vila  Nova  Conceição, Sao Paulo",2660000,4,0,3,160
10505,"Moema, Sao Paulo",1800000,3,0,3,130
10506,"Vila  Nova  Conceição, Sao Paulo",1800000,2,0,2,98
10507,"Moema, Sao Paulo",1550000,3,0,2,110
10508,"Moema, Sao Paulo",6200000,4,0,5,620
10509,"Vila  Nova  Conceição, Sao Paulo",6800000,4,0,4,311
10510,"Vila  Olímpia, Sao Paulo",2250000,3,0,3,127
10511,"Moema, Sao Paulo",7500000,4,0,4,312
10512,"Vila  Nova  Conceição, Sao Paulo",7000000,3,0,4,410
10513,"Vila  Nova  Conceição, Sao Paulo",6000000,4,0,4,300
10514,"Moema, Sao Paulo",900000,3,0,4,100
10515,"Vila  Nova  Conceição, Sao Paulo",7900000,4,0,5,293
10516,"Moema, Sao Paulo",1960000,3,0,2,125
10517,"Vila  Nova  Conceição, Sao Paulo",7000000,4,0,5,357
10518,"Moema, Sao Paulo",2560000,4,0,4,360
10519,"Moema, Sao Paulo",1700000,3,0,3,116
10520,"Moema, Sao Paulo",2500000,3,0,3,300
10521,"Vila  Nova  Conceição, Sao Paulo",6200000,4,0,5,290
10522,"Vila  Madalena, Sao Paulo",840000,2,1,5,88
10523,"Butantã, Sao Paulo",335000,2,2,5,63
10524,"Vila  São  Francisco, Sao Paulo",839900,4,4,2,111
10525,"Itaim  Bibi, Sao Paulo",1200000,3,3,2,110
10526,"Bela  Vista, Sao Paulo",1300000,3,1,2,130
10527,"Cidade  Satélite  Santa  Bárbara, Sao Paulo",169000,2,1,2,35
10528,"Lapa, Sao Paulo",895000,3,3,2,87
10529,"Barra  Funda, Sao Paulo",660000,3,2,2,82
10530,"Vila  Butantã, Sao Paulo",375000,2,2,2,58
10531,"Belenzinho, Sao Paulo",440000,3,1,2,74
10532,"Jardim  da  Saúde, Sao Paulo",250000,2,2,2,51
10533,"Alto  de  Pinheiros, Sao Paulo",1600000,3,2,3,136
10534,"Chácara  Santo  Antônio, Sao Paulo",1450000,4,5,3,144
10535,"Vila  Mariana, Sao Paulo",1650000,4,4,3,186
10536,"Morumbi, Sao Paulo",800000,4,3,3,221
10537,"Morumbi, Sao Paulo",970000,3,3,2,201
10538,"Morumbi, Sao Paulo",530000,4,5,3,187
10539,"Vila  Mariana, Sao Paulo",1000000,3,3,2,98
10540,"Jardins, Sao Paulo",425000,1,1,2,28
10541,"Higienópolis, Sao Paulo",4500000,4,6,4,260
10542,"Jardim  Paulista, Sao Paulo",1100000,3,3,4,115
10543,"Vila  Andrade, Sao Paulo",870000,3,5,2,133
10544,"Vila  Mariana, Sao Paulo",770000,3,3,2,82
10545,"Mooca, Sao Paulo",560000,2,3,2,123
10546,"Cambuci, Sao Paulo",207900,2,1,2,40
10547,"Cambuci, Sao Paulo",207900,2,1,2,40
10548,"Cambuci, Sao Paulo",207900,2,1,2,40
10549,"Jardim  Adhemar  de  Barros, Sao Paulo",300000,2,1,2,53
10550,"Perdizes, Sao Paulo",1000000,4,4,2,114
10551,"Pompéia, Sao Paulo",1500000,4,5,3,181
10552,"Pompéia, Sao Paulo",480000,2,1,3,62
10553,"Vila  Matilde, Sao Paulo",323000,2,1,3,54
10554,"Belenzinho, Sao Paulo",890000,3,3,2,96
10555,"Perdizes, Sao Paulo",1950000,3,4,2,215
10556,"Jardins, Sao Paulo",1320000,2,3,2,110
10557,"Higienópolis, Sao Paulo",1400000,3,1,2,130
10558,"Barra  Funda, Sao Paulo",1228000,3,4,2,112
10559,"Saúde, Sao Paulo",480000,2,1,2,58
10560,"Morumbi, Sao Paulo",339000,2,2,2,64
10561,"Panamby, Sao Paulo",1300000,4,1,3,205
10562,"Sumarezinho, Sao Paulo",1150000,3,2,2,109
10563,"Vila  Mariana, Sao Paulo",510000,2,2,2,58
10564,"Ipiranga, Sao Paulo",1270000,4,4,3,180
10565,"Brooklin, Sao Paulo",1300000,4,3,3,139
10566,"Higienópolis, Sao Paulo",2000000,3,1,3,170
10567,"Vila  Bertioga, Sao Paulo",420000,2,2,3,86
10568,"Vila  Madalena, Sao Paulo",640000,3,2,2,65
10569,"Vila  Maria  Alta, Sao Paulo",850000,3,1,3,115
10570,"Jardim  Andaraí, Sao Paulo",265000,3,1,3,64
10571,"Vila  Paiva, Sao Paulo",270000,1,1,3,41
10572,"Jardim  Arpoador, Sao Paulo",670000,3,2,2,109
10573,"Vila  Romana, Sao Paulo",1450000,3,6,3,189
10574,"Vila  Monte  Alegre, Sao Paulo",382000,2,2,3,65
10575,"Santa  Cecília, Sao Paulo",1400000,3,1,3,159
10576,"Perdizes, Sao Paulo",650000,2,1,3,73
10577,"Jardim  Europa, Sao Paulo",1590000,2,2,3,99
10578,"Bela  Vista, Sao Paulo",780000,2,2,3,62
10579,"Jaguaré, Sao Paulo",316000,3,2,3,80
10580,"Moema, Sao Paulo",3000000,3,0,3,170
10581,"Perdizes, Sao Paulo",1200000,4,5,3,170
10582,"Centro, Sao Paulo",2300000,4,5,3,170
10583,"Brooklin, Sao Paulo",1090000,2,1,2,75
10584,"Higienópolis, Sao Paulo",1350000,3,3,2,146
10585,"Pinheiros, Sao Paulo",538000,2,2,2,64
10586,"Vila  Madalena, Sao Paulo",2120000,3,4,3,217
10587,"Perdizes, Sao Paulo",2049000,4,4,3,171
10588,"Lauzane  Paulista, Sao Paulo",340000,2,1,3,50
10589,"Perdizes, Sao Paulo",790000,3,3,2,82
10590,"Higienópolis, Sao Paulo",1990000,3,4,2,250
10591,"Jardim  Arpoador, Sao Paulo",960000,4,5,2,136
10592,"Itaquera, Sao Paulo",137500,2,1,2,43
10593,"Jardim  Monte  Alegre, Sao Paulo",215000,2,1,2,50
10594,"Vila  Madalena, Sao Paulo",840000,2,1,2,88
10595,"Butantã, Sao Paulo",335000,2,2,2,63
10596,"Vila  São  Francisco, Sao Paulo",839900,4,4,2,111
10597,"Itaim  Bibi, Sao Paulo",1200000,3,3,2,110
10598,"Bela  Vista, Sao Paulo",1300000,3,1,2,130
10599,"Cidade  Satélite  Santa  Bárbara, Sao Paulo",169000,2,1,2,35
10600,"Lapa, Sao Paulo",895000,3,3,2,87
10601,"Barra  Funda, Sao Paulo",660000,3,2,2,82
10602,"Quarta  Parada, Sao Paulo",1290000,3,5,2,149
10603,"Moema, Sao Paulo",3050000,4,0,4,189
10604,"Moema, Sao Paulo",1350000,3,0,2,126
10605,"Perdizes, Sao Paulo",1550000,4,5,3,123
10606,"Jardim  Europa, Sao Paulo",27000000,5,6,11,811
10607,"Vila  Andrade, Sao Paulo",446000,2,2,11,60
10608,"Perdizes, Sao Paulo",330000,1,1,11,46
10609,"Jardim  Guedala, Sao Paulo",900000,3,1,11,128
10610,"Campo  Belo, Sao Paulo",844740,2,2,2,70
10611,"Morumbi, Sao Paulo",444000,2,2,2,70
10612,"Jardim  Marajoara, Sao Paulo",508000,3,2,2,75
10613,"Jardim  Dom  Bosco, Sao Paulo",960000,3,3,2,130
10614,"Interlagos, Sao Paulo",1100000,4,5,2,140
10615,"Vila  Olímpia, Sao Paulo",1300000,1,1,2,76
10616,"Jardins, Sao Paulo",390000,1,1,2,29
10617,"Vila  Olímpia, Sao Paulo",760000,2,0,2,42
10618,"Vila  Mariana, Sao Paulo",2990000,3,5,3,198
10619,"Catumbi, Sao Paulo",338000,3,1,3,65
10620,"Vila  São  Paulo, Sao Paulo",330000,3,1,2,64
10621,"Jardim  Piqueroby, Sao Paulo",889900,2,2,2,85
10622,"Moema, Sao Paulo",4400000,3,4,4,222
10623,"Morumbi, Sao Paulo",265000,1,1,4,44
10624,"Jardins, Sao Paulo",1300000,1,1,4,55
10625,"Vila  Maria  Alta, Sao Paulo",390000,3,1,5,57
10626,"Vila  Guilherme, Sao Paulo",900000,3,2,2,145
10627,"Higienópolis, Sao Paulo",2500000,3,5,3,210
10628,"Higienópolis, Sao Paulo",3090000,4,4,2,332
10629,"Jardim  Marajoara, Sao Paulo",440000,3,2,2,85
10630,"Jardim  Paulista, Sao Paulo",1480000,3,5,2,164
10631,"Vila  Mariana, Sao Paulo",1000000,3,2,2,127
10632,"Paraíso, Sao Paulo",1800000,3,3,2,257
10633,"Vila  Mariana, Sao Paulo",895000,1,3,2,67
10634,"Sumarezinho, Sao Paulo",1150000,3,2,2,109
10635,"Vila  Mariana, Sao Paulo",510000,2,2,2,58
10636,"Ipiranga, Sao Paulo",1270000,4,4,3,180
10637,"Brooklin, Sao Paulo",1300000,4,3,3,139
10638,"Higienópolis, Sao Paulo",2000000,3,1,3,170
10639,"Vila  Bertioga, Sao Paulo",420000,2,2,3,86
10640,"Vila  Madalena, Sao Paulo",640000,3,2,2,65
10641,"Vila  Maria  Alta, Sao Paulo",850000,3,1,3,115
10642,"Jardim  Andaraí, Sao Paulo",265000,3,1,3,64
10643,"Vila  Paiva, Sao Paulo",270000,1,1,3,41
10644,"Jardim  Arpoador, Sao Paulo",670000,3,2,2,109
10645,"Vila  Romana, Sao Paulo",1450000,3,6,3,189
10646,"Vila  Monte  Alegre, Sao Paulo",382000,2,2,3,65
10647,"Santa  Cecília, Sao Paulo",1400000,3,1,3,159
10648,"Perdizes, Sao Paulo",650000,2,1,3,73
10649,"Jardim  Europa, Sao Paulo",1590000,2,2,3,99
10650,"Bela  Vista, Sao Paulo",780000,2,2,3,62
10651,"Jaguaré, Sao Paulo",316000,3,2,3,80
10652,"Moema, Sao Paulo",3000000,3,0,3,170
10653,"Perdizes, Sao Paulo",1200000,4,5,3,170
10654,"Vila  Clementino, Sao Paulo",200000,1,1,3,27
10655,"Perdizes, Sao Paulo",525000,2,1,3,60
10656,"Chácara  Klabin, Sao Paulo",635000,2,2,3,57
10657,"Santa  Cecília, Sao Paulo",430000,2,2,3,90
10658,"Perdizes, Sao Paulo",2500000,4,0,3,130
10659,"Vila  Monte  Alegre, Sao Paulo",700000,3,3,2,100
10660,"Vila  Santa  Eulalia, Sao Paulo",450000,2,2,2,62
10661,"Perdizes, Sao Paulo",945000,3,4,2,103
10662,"Barra  Funda, Sao Paulo",1100000,2,3,2,162
10663,"Higienópolis, Sao Paulo",7499500,4,6,5,450
10664,"Anália  Franco, Sao Paulo",2129000,2,2,4,200
10665,"Perdizes, Sao Paulo",4199500,3,3,3,377
10666,"Jardim  Ester  Yolanda, Sao Paulo",360000,3,2,3,74
10667,"Vila  Gomes  Cardim, Sao Paulo",1030000,2,2,2,89
10668,"Tatuapé, Sao Paulo",620000,3,3,2,89
10669,"Santana, Sao Paulo",1480000,4,4,4,160
10670,"Penha, Sao Paulo",200000,1,1,4,40
10671,"Consolação, Sao Paulo",2100000,3,4,2,236
10672,"Ipiranga, Sao Paulo",339000,2,4,2,54
10673,"Morumbi, Sao Paulo",850000,4,4,4,373
10674,"Quarta  Parada, Sao Paulo",1290000,3,5,2,149
10675,"Moema, Sao Paulo",3050000,4,0,4,189
10676,"Moema, Sao Paulo",1350000,3,0,2,126
10677,"Perdizes, Sao Paulo",1550000,4,5,3,123
10678,"Jardim  Europa, Sao Paulo",27000000,5,6,11,811
10679,"Vila  Andrade, Sao Paulo",446000,2,2,11,60
10680,"Perdizes, Sao Paulo",330000,1,1,11,46
10681,"Jardim  Guedala, Sao Paulo",900000,3,1,11,128
10682,"Campo  Belo, Sao Paulo",844740,2,2,2,70
10683,"Morumbi, Sao Paulo",444000,2,2,2,70
10684,"Jardim  Marajoara, Sao Paulo",508000,3,2,2,75
10685,"Jardim  Dom  Bosco, Sao Paulo",960000,3,3,2,130
10686,"Interlagos, Sao Paulo",1100000,4,5,2,140
10687,"Vila  Olímpia, Sao Paulo",1300000,1,1,2,76
10688,"Jardins, Sao Paulo",390000,1,1,2,29
10689,"Vila  Olímpia, Sao Paulo",760000,2,0,2,42
10690,"Vila  Mariana, Sao Paulo",2990000,3,5,3,198
10691,"Catumbi, Sao Paulo",338000,3,1,3,65
10692,"Vila  São  Paulo, Sao Paulo",330000,3,1,2,64
10693,"Jardim  Piqueroby, Sao Paulo",889900,2,2,2,85
10694,"Alto  da  Boa  Vista, Sao Paulo",1755000,3,4,2,325
10695,"Granja  Julieta, Sao Paulo",2500000,4,6,4,220
10696,"Jardim  América, Sao Paulo",1250000,3,2,4,130
10697,"Vila  Mariana, Sao Paulo",1810000,3,4,3,213
10698,"Jardim  Paulista, Sao Paulo",1680000,3,4,3,190
10699,"Pinheiros, Sao Paulo",938000,3,3,3,105
10700,"Penha, Sao Paulo",185000,2,1,3,40
10701,"Jardim  Consórcio, Sao Paulo",495000,3,2,2,74
10702,"Pompéia, Sao Paulo",780000,4,2,2,144
10703,"Jardim  América, Sao Paulo",2700000,4,1,2,195
10704,"Perdizes, Sao Paulo",700000,3,2,2,117
10705,"Alto  de  Pinheiros, Sao Paulo",615000,3,3,2,98
10706,"Vila  Romana, Sao Paulo",855000,3,2,2,94
10707,"Alto  de  Pinheiros, Sao Paulo",1250000,3,3,2,147
10708,"Alto  da  Lapa, Sao Paulo",530000,2,2,2,58
10709,"Vila  Madalena, Sao Paulo",800000,2,2,2,64
10710,"Vila  Madalena, Sao Paulo",4500000,3,2,3,200
10711,"Vila  Madalena, Sao Paulo",900000,3,3,2,83
10712,"Jardim  América, Sao Paulo",8500000,3,5,5,427
10713,"Alto  de  Pinheiros, Sao Paulo",1500000,4,3,2,128
10714,"Alto  da  Lapa, Sao Paulo",2800000,4,5,4,240
10715,"Pinheiros, Sao Paulo",1600000,3,5,4,178
10716,"Vila  Deodoro, Sao Paulo",350000,2,1,4,60
10717,"Barra  Funda, Sao Paulo",585000,3,3,2,94
10718,"Lapa, Sao Paulo",940000,3,3,2,94
10719,"Vila  Romana, Sao Paulo",1070000,3,4,2,101
10720,"Sumaré, Sao Paulo",930000,3,2,2,112
10721,"Tatuapé, Sao Paulo",1440000,3,4,2,152
10722,"Perdizes, Sao Paulo",3200000,3,4,4,250
10723,"Pompéia, Sao Paulo",800000,2,2,4,71
