,region,sales_price,bedroom,bathroom,parking,dimensions
9839,"Consolação, Sao Paulo",900000,0,2,2,70
9840,"Ipiranga, Sao Paulo",1390000,0,3,2,115
9841,"Jardim  Europa, Sao Paulo",1650000,0,4,2,121
9842,"Campo  Belo, Sao Paulo",1850000,0,5,4,230
9843,"Paraíso, Sao Paulo",1200000,0,2,2,129
9844,"Brooklin, Sao Paulo",1250000,0,2,2,139
9845,"Saúde, Sao Paulo",637000,0,1,2,75
9846,"Vila  Clementino, Sao Paulo",549000,0,1,2,72
9847,"Consolação, Sao Paulo",980000,0,1,2,70
9848,"Vila  Madalena, Sao Paulo",399000,0,1,2,23
9849,"Moema, Sao Paulo",870000,0,1,2,81
9850,"Perdizes, Sao Paulo",1530000,0,3,2,180
9851,"Pinheiros, Sao Paulo",2200000,0,4,3,150
9852,"Jardim  Paulista, Sao Paulo",1050000,0,3,3,72
9853,"Vila  Madalena, Sao Paulo",750000,0,1,3,77
9854,"Perdizes, Sao Paulo",1300000,0,3,4,140
9855,"Higienópolis, Sao Paulo",1590000,0,3,4,156
9856,"Bela  Vista, Sao Paulo",282000,0,1,4,58
9857,"Paraíso, Sao Paulo",795000,0,2,4,77
9858,"Vila  Clementino, Sao Paulo",950000,0,2,4,95
9859,"Brooklin, Sao Paulo",775200,0,2,2,62
9860,"Jardim  Paulista, Sao Paulo",1600000,0,1,2,148
9861,"Bela  Vista, Sao Paulo",500000,0,1,2,58
9862,"Vila  Nova  Conceição, Sao Paulo",850000,0,1,2,88
9863,"Aclimação, Sao Paulo",583000,0,1,2,90
9864,"Vila  Mariana, Sao Paulo",580000,0,2,2,73
9865,"Pinheiros, Sao Paulo",650000,0,2,2,60
9866,"Consolação, Sao Paulo",550000,0,1,2,40
9867,"Sumaré, Sao Paulo",875000,0,2,2,89
9868,"Pinheiros, Sao Paulo",1940000,0,4,2,158
9869,"Vila  Mariana, Sao Paulo",750000,0,2,2,67
9870,"Liberdade, Sao Paulo",160000,0,1,2,31
9871,"Perdizes, Sao Paulo",2400000,0,4,2,270
9872,"Moema, Sao Paulo",845000,0,2,2,70
9873,"Chácara  Inglesa, Sao Paulo",450000,0,1,2,50
9874,"Bela  Vista, Sao Paulo",300000,0,1,2,50
9875,"Campo  Belo, Sao Paulo",1350000,0,3,2,135
9876,"Santa  Cecília, Sao Paulo",1380000,0,4,2,127
9877,"Higienópolis, Sao Paulo",2400000,0,5,2,210
9878,"Brooklin, Sao Paulo",960000,0,2,2,72
9879,"Cambuci, Sao Paulo",540000,0,1,2,70
9880,"Moema, Sao Paulo",1910000,0,3,3,147
9881,"Aclimação, Sao Paulo",2500000,0,5,4,245
9882,"Cambuci, Sao Paulo",360000,0,1,4,64
9883,"Jardim  Paulista, Sao Paulo",1850000,0,2,2,166
9884,"Itaim  Bibi, Sao Paulo",1850000,0,3,2,150
9885,"Moema, Sao Paulo",851000,0,2,2,87
9886,"Bela  Vista, Sao Paulo",320000,0,1,2,37
9887,"Chácara  Inglesa, Sao Paulo",690000,0,2,2,64
9888,"Moema, Sao Paulo",550000,0,1,2,37
9889,"Pinheiros, Sao Paulo",650000,0,2,2,58
9890,"Brooklin, Sao Paulo",2480000,0,4,3,249
9891,"Itaim  Bibi, Sao Paulo",1100000,0,1,3,112
9892,"Vila  Clementino, Sao Paulo",720000,0,1,3,74
9893,"Planalto  Paulista, Sao Paulo",460000,0,1,3,105
9894,"Ipiranga, Sao Paulo",456000,0,1,3,64
9895,"Jardim  Paulista, Sao Paulo",2300000,0,4,2,163
9896,"Cambuci, Sao Paulo",340000,0,1,2,45
9897,"Perdizes, Sao Paulo",350000,0,1,2,45
9898,"Bela  Vista, Sao Paulo",1400000,0,3,2,133
9899,"Sumaré, Sao Paulo",650000,0,2,2,72
9900,"Santa  Cecília, Sao Paulo",1431000,0,3,2,213
9901,"Bela  Vista, Sao Paulo",350000,0,1,2,57
9902,"Vila  Madalena, Sao Paulo",850000,0,2,2,81
9903,"Cambuci, Sao Paulo",490000,0,2,2,64
9904,"Bela  Vista, Sao Paulo",1590000,0,2,2,155
9905,"Brooklin, Sao Paulo",2230000,0,4,3,168
9906,"Vila  Mariana, Sao Paulo",1280000,0,3,3,102
9907,"Saúde, Sao Paulo",600000,0,1,3,32
9908,"Cambuci, Sao Paulo",447000,0,1,3,46
9909,"Chácara  Inglesa, Sao Paulo",1040000,0,2,2,114
9910,"Liberdade, Sao Paulo",850000,0,3,2,127
9911,"Vila  Mariana, Sao Paulo",600000,0,2,2,64
9912,"Sumaré, Sao Paulo",1300000,0,2,2,160
9913,"Tatuapé, Sao Paulo",1600000,0,3,5,177
9914,"Consolação, Sao Paulo",365000,0,1,5,20
9915,"Jardim  Paulista, Sao Paulo",1100000,0,1,5,98
9916,"Paraíso, Sao Paulo",2500000,0,5,3,190
9917,"Higienópolis, Sao Paulo",1590000,0,2,2,200
9918,"Vila  Mariana, Sao Paulo",690000,0,2,2,90
9919,"Vila  Mariana, Sao Paulo",852000,0,3,2,118
9920,"Pinheiros, Sao Paulo",600000,0,1,2,69
9921,"Pinheiros, Sao Paulo",860000,0,1,2,100
9922,"Vila  Nova  Conceição, Sao Paulo",1064000,0,1,2,50
9923,"Santa  Cecília, Sao Paulo",510000,0,1,2,45
9924,"Chácara  Inglesa, Sao Paulo",660000,0,1,2,80
9925,"Ipiranga, Sao Paulo",470000,0,2,2,64
9926,"Brooklin, Sao Paulo",1890000,0,5,3,169
9927,"Santa  Cecília, Sao Paulo",2200000,0,5,4,241
9928,"Consolação, Sao Paulo",1200000,0,2,4,213
9929,"Bela  Vista, Sao Paulo",800000,0,2,4,94
9930,"Moema, Sao Paulo",480000,0,1,4,56
9931,"Paraíso, Sao Paulo",1200000,0,2,4,115
9932,"Liberdade, Sao Paulo",360000,0,2,4,55
9933,"Jardim  Paulista, Sao Paulo",1580000,0,3,4,150
9934,"Campo  Belo, Sao Paulo",680000,0,2,4,77
9935,"Vila  Clementino, Sao Paulo",615000,0,1,4,74
9936,"Campo  Belo, Sao Paulo",650000,0,2,2,90
9937,"Consolação, Sao Paulo",465000,0,1,2,74
9938,"Jardim  Paulista, Sao Paulo",1100000,0,1,2,95
9939,"Paraíso, Sao Paulo",800000,0,1,2,80
9940,"Campo  Belo, Sao Paulo",586000,0,1,2,50
9941,"Bela  Vista, Sao Paulo",190000,0,1,2,30
9942,"Liberdade, Sao Paulo",180000,0,1,2,40
9943,"Vila  Olímpia, Sao Paulo",900000,0,2,2,102
9944,"Santa  Cecília, Sao Paulo",1000000,0,3,2,81
9945,"Paraíso, Sao Paulo",2025000,0,3,2,200
9946,"Vila  Mariana, Sao Paulo",1390000,0,3,2,122
9947,"Brooklin, Sao Paulo",1383000,0,3,2,236
9948,"Paraíso, Sao Paulo",2555000,0,3,2,146
9949,"Santa  Cecília, Sao Paulo",300000,0,1,2,32
9950,"Santa  Cecília, Sao Paulo",270000,0,1,2,30
9951,"Ipiranga, Sao Paulo",1700000,0,3,3,170
9952,"Jardim  Paulista, Sao Paulo",2000000,0,4,3,112
9953,"Itaim  Bibi, Sao Paulo",1100000,0,2,3,119
9954,"Bela  Vista, Sao Paulo",285000,0,1,3,37
9955,"Pinheiros, Sao Paulo",990000,0,3,2,120
9956,"Paraíso, Sao Paulo",750000,0,2,2,69
9957,"Itaim  Bibi, Sao Paulo",1380000,0,1,2,55
9958,"Campo  Belo, Sao Paulo",480000,0,1,2,43
9959,"Cambuci, Sao Paulo",430000,0,1,2,42
9960,"Vila  Mariana, Sao Paulo",826940,0,1,2,75
9961,"Saúde, Sao Paulo",724000,0,2,2,90
9962,"Bela  Vista, Sao Paulo",280000,0,1,2,48
9963,"Higienópolis, Sao Paulo",2750000,0,3,2,250
9964,"Vila  Mariana, Sao Paulo",400000,0,1,2,74
9965,"Paraíso, Sao Paulo",980000,0,2,2,102
9966,"Liberdade, Sao Paulo",230000,0,1,2,32
9967,"Vila  Mariana, Sao Paulo",1160000,0,2,2,137
9968,"Vila  Nova  Conceição, Sao Paulo",640000,0,1,2,90
9969,"Paraíso, Sao Paulo",1700000,0,3,2,181
9970,"Liberdade, Sao Paulo",330000,0,1,2,44
9971,"Pinheiros, Sao Paulo",1200000,0,3,2,120
9972,"Aclimação, Sao Paulo",390000,0,2,2,67
9973,"Itaquera, Sao Paulo",215000,2,1,2,48
9974,"Vila  Mariana, Sao Paulo",900000,0,2,2,101
9975,"Vila  Mariana, Sao Paulo",1850000,0,4,4,160
9976,"Vila  Mariana, Sao Paulo",900000,0,2,4,87
9977,"Ipiranga, Sao Paulo",388000,0,1,4,34
9978,"Perdizes, Sao Paulo",730000,0,2,2,65
9979,"Sumaré, Sao Paulo",750000,0,3,2,84
9980,"Cambuci, Sao Paulo",550000,0,2,2,65
9981,"Liberdade, Sao Paulo",280000,0,1,2,77
9982,"Santa  Cecília, Sao Paulo",1550000,0,2,2,208
9983,"Bela  Vista, Sao Paulo",1250000,0,4,2,340
9984,"Itaim  Bibi, Sao Paulo",1200000,0,2,2,100
9985,"Vila  Madalena, Sao Paulo",580000,0,1,2,36
9986,"Jardim  Paulista, Sao Paulo",1190000,0,2,2,96
9987,"Sumaré, Sao Paulo",2390000,0,4,5,240
9988,"Pinheiros, Sao Paulo",850000,0,2,5,117
9989,"Pinheiros, Sao Paulo",690000,0,1,5,68
9990,"Moema, Sao Paulo",2450000,0,5,3,220
9991,"Jardim  Paulista, Sao Paulo",780000,0,2,3,89
9992,"Vila  Clementino, Sao Paulo",1200000,0,2,2,127
9993,"Pinheiros, Sao Paulo",1280000,0,3,2,116
9994,"Vila  Nova  Conceição, Sao Paulo",1064000,0,1,2,50
9995,"Santa  Cecília, Sao Paulo",510000,0,1,2,45
9996,"Chácara  Inglesa, Sao Paulo",660000,0,1,2,80
9997,"Ipiranga, Sao Paulo",470000,0,2,2,64
9998,"Brooklin, Sao Paulo",1890000,0,5,3,169
9999,"Santa  Cecília, Sao Paulo",2200000,0,5,4,241
10000,"Consolação, Sao Paulo",1200000,0,2,4,213
10001,"Bela  Vista, Sao Paulo",800000,0,2,4,94
10002,"Moema, Sao Paulo",480000,0,1,4,56
10003,"Paraíso, Sao Paulo",1200000,0,2,4,115
10004,"Liberdade, Sao Paulo",360000,0,2,4,55
10005,"Jardim  Paulista, Sao Paulo",1580000,0,3,4,150
10006,"Campo  Belo, Sao Paulo",680000,0,2,4,77
10007,"Vila  Clementino, Sao Paulo",615000,0,1,4,74
10008,"Campo  Belo, Sao Paulo",650000,0,2,2,90
10009,"Consolação, Sao Paulo",465000,0,1,2,74
10010,"Jardim  Paulista, Sao Paulo",1100000,0,1,2,95
10011,"Paraíso, Sao Paulo",800000,0,1,2,80
10012,"Campo  Belo, Sao Paulo",586000,0,1,2,50
10013,"Bela  Vista, Sao Paulo",190000,0,1,2,30
10014,"Jardim  Paulista, Sao Paulo",1280000,0,2,2,70
10015,"Bela  Vista, Sao Paulo",1300000,0,3,2,180
10016,"Jaguaré, Sao Paulo",480000,3,2,2,70
10017,"Jardim  Adhemar  de  Barros, Sao Paulo",710000,2,2,2,106
10018,"Jardim  Adhemar  de  Barros, Sao Paulo",750000,3,3,2,109
10019,"Vila  Parque  Jabaquara, Sao Paulo",380000,2,2,2,57
10020,"Jardim  Pedra  Branca, Sao Paulo",137900,2,1,2,35
10021,"Vila  Carrão, Sao Paulo",350000,2,1,2,50
10022,"Higienópolis, Sao Paulo",3280000,3,4,4,286
10023,"Higienópolis, Sao Paulo",2015000,2,2,4,147
10024,"Vila  Mariana, Sao Paulo",2000000,0,2,2,125
10025,"Brooklin  Paulista, Sao Paulo",56217,3,1,2,48
10026,"Brooklin  Paulista, Sao Paulo",33343,3,1,2,30
10027,"Itaim  Bibi, Sao Paulo",265000,1,1,2,29
10028,"Pinheiros, Sao Paulo",425000,1,1,2,27
10029,"Jardins, Sao Paulo",320000,1,1,2,28
10030,"Campo  Belo, Sao Paulo",697700,2,2,2,61
10031,"Tatuapé, Sao Paulo",368550,3,2,2,68
10032,"Santana, Sao Paulo",599000,3,5,3,150
10033,"Vila  Andrade, Sao Paulo",800000,0,3,3,160
10034,"Vila  Mariana, Sao Paulo",250000,1,1,3,20
10035,"Parque  Jabaquara, Sao Paulo",600000,3,2,2,100
10036,"Cidade  Monções, Sao Paulo",1170000,2,3,2,98
10037,"Ipiranga, Sao Paulo",660000,2,2,2,70
10038,"Perdizes, Sao Paulo",1600000,4,4,3,160
10039,"Caxingui, Sao Paulo",670000,2,1,3,72
10040,"Conjunto  Habitacional  Teotonio  Vilela, Sao Paulo",137800,2,1,3,53
10041,"Alto  da  Mooca, Sao Paulo",400000,2,2,3,50
10042,"Jardim  Paulista, Sao Paulo",3000000,0,4,3,300
10043,"Vila  Olímpia, Sao Paulo",620000,0,2,3,80
10044,"Campo  Belo, Sao Paulo",1890000,0,4,3,157
10045,"Itaim  Bibi, Sao Paulo",1490000,0,2,2,67
10046,"Moema, Sao Paulo",1150000,0,2,2,72
10047,"Brooklin, Sao Paulo",700000,0,1,2,45
10048,"Itaim  Bibi, Sao Paulo",1300000,0,2,2,88
10049,"Itaim  Bibi, Sao Paulo",1240000,0,2,2,70
10050,"Itaim  Bibi, Sao Paulo",1500000,0,2,2,110
10051,"Jardim  Paulista, Sao Paulo",2100000,0,2,2,136
10052,"Perdizes, Sao Paulo",870000,0,3,2,110
10053,"Vila  dos  Remédios, Sao Paulo",360000,3,1,2,70
10054,"Higienópolis, Sao Paulo",635000,2,2,2,50
10055,"Jardim  Paulista, Sao Paulo",3155000,3,3,2,272
10056,"Moema, Sao Paulo",2190000,3,5,2,171
10057,"Real  Parque, Sao Paulo",1390000,3,4,2,188
10058,"Tatuapé, Sao Paulo",450000,3,2,2,68
10059,"Moema, Sao Paulo",2200000,4,6,3,171
10060,"Vila  Leopoldina, Sao Paulo",3750000,4,6,3,230
10061,"Vila  Andrade, Sao Paulo",839000,3,5,2,131
10062,"Brooklin, Sao Paulo",2120000,4,6,3,197
10063,"Jardim  Amaralina, Sao Paulo",240000,2,1,3,55
10064,"Vila  Ester   Zona  Norte, Sao Paulo",4500000,4,6,5,297
10065,"Moema, Sao Paulo",1630000,3,4,2,120
10066,"Jardim  Paulista, Sao Paulo",2645000,3,2,3,179
10067,"Jardins, Sao Paulo",340000,1,1,3,28
10068,"Cerqueira  César, Sao Paulo",318000,1,1,3,30
10069,"Jardins, Sao Paulo",370000,1,1,3,34
10070,"Moema, Sao Paulo",655000,1,1,3,39
10071,"Jardins, Sao Paulo",340000,1,1,3,28
10072,"Chácara  Inglesa, Sao Paulo",410000,0,2,3,65
10073,"Jardim  América, Sao Paulo",1350000,0,2,3,178
10074,"Sumaré, Sao Paulo",1080000,0,2,3,89
10075,"Higienópolis, Sao Paulo",1380000,0,2,3,130
10076,"Brooklin, Sao Paulo",1760000,0,3,2,120
10077,"Jardim  Prudência, Sao Paulo",400000,2,2,2,64
10078,"Cerqueira  César, Sao Paulo",2200000,3,1,2,227
10079,"Santa  Cecília, Sao Paulo",930000,3,1,2,108
10080,"Vila  Leopoldina, Sao Paulo",1400000,3,5,2,142
10081,"Brooklin, Sao Paulo",520000,1,1,2,34
10082,"Bela  Vista, Sao Paulo",1025000,3,1,2,120
10083,"Saúde, Sao Paulo",650000,2,2,2,85
10084,"Santa  Teresinha, Sao Paulo",950000,3,2,2,95
10085,"Vila  Andrade, Sao Paulo",355000,3,2,2,70
10086,"Vila  Guarani  Zona  Sul, Sao Paulo",390000,2,1,2,46
10087,"Vila  Mariana, Sao Paulo",1420000,3,3,2,116
10088,"Casa  Verde  Alta, Sao Paulo",240000,2,1,2,44
10089,"Vila  Guarani, Sao Paulo",1100000,3,3,2,110
10090,"Brooklin, Sao Paulo",845000,2,2,2,78
10091,"Perdizes, Sao Paulo",1300000,3,3,3,134
10092,"Perdizes, Sao Paulo",1100000,3,4,3,135
10093,"Vila  Nova  Conceição, Sao Paulo",1556500,1,1,3,70
10094,"Higienópolis, Sao Paulo",3280000,3,4,4,286
10095,"Higienópolis, Sao Paulo",2015000,2,2,4,147
10096,"Vila  Mariana, Sao Paulo",2000000,0,2,2,125
10097,"Brooklin  Paulista, Sao Paulo",56217,3,1,2,48
10098,"Brooklin  Paulista, Sao Paulo",33343,3,1,2,30
10099,"Itaim  Bibi, Sao Paulo",265000,1,1,2,29
10100,"Pinheiros, Sao Paulo",425000,1,1,2,27
10101,"Jardins, Sao Paulo",320000,1,1,2,28
10102,"Campo  Belo, Sao Paulo",697700,2,2,2,61
10103,"Tatuapé, Sao Paulo",368550,3,2,2,68
10104,"Santana, Sao Paulo",599000,3,5,3,150
10105,"Vila  Andrade, Sao Paulo",800000,0,3,3,160
10106,"Vila  Mariana, Sao Paulo",250000,1,1,3,20
10107,"Parque  Jabaquara, Sao Paulo",600000,3,2,2,100
10108,"Cidade  Monções, Sao Paulo",1170000,2,3,2,98
10109,"Ipiranga, Sao Paulo",660000,2,2,2,70
10110,"Perdizes, Sao Paulo",1600000,4,4,3,160
10111,"Caxingui, Sao Paulo",670000,2,1,3,72
10112,"Conjunto  Habitacional  Teotonio  Vilela, Sao Paulo",137800,2,1,3,53
10113,"Alto  da  Mooca, Sao Paulo",400000,2,2,3,50
10114,"Santana, Sao Paulo",1110000,3,4,3,123
10115,"Moema, Sao Paulo",620000,1,1,3,42
10116,"Vila  Santa  Catarina, Sao Paulo",1063000,2,3,2,90
10117,"Jardim  Marajoara, Sao Paulo",1380000,3,5,2,149
10118,"Vila  Romana, Sao Paulo",1500000,3,5,3,139
10119,"Saúde, Sao Paulo",760000,2,2,3,73
10120,"Tatuapé, Sao Paulo",890000,3,3,2,106
10121,"Jardim  Íris, Sao Paulo",550000,3,3,2,108
10122,"Moema, Sao Paulo",2200000,3,3,3,137
10123,"Campo  Belo, Sao Paulo",278640,0,1,3,24
10124,"Alto  da  Boa  Vista, Sao Paulo",325000,1,1,3,25
10125,"Vila  das  Belezas, Sao Paulo",325000,2,2,3,25
10126,"Vila  Uberabinha, Sao Paulo",4500000,4,6,4,412
10127,"Jardins, Sao Paulo",360000,1,1,4,42
10128,"Jardim  Esmeralda, Sao Paulo",265000,2,1,4,56
10129,"Vila  Mariana, Sao Paulo",1830000,3,5,2,136
10130,"Brooklin  Paulista, Sao Paulo",745000,2,1,2,60
10131,"Cambuci, Sao Paulo",850000,0,2,2,145
10132,"Bela  Vista, Sao Paulo",900000,0,3,2,106
10133,"Rio  Pequeno, Sao Paulo",1060000,4,4,3,183
10134,"Tatuapé, Sao Paulo",740000,3,4,2,102
10135,"Jardim  Europa, Sao Paulo",4300000,4,3,3,640
10136,"Barra  Funda, Sao Paulo",420000,3,1,3,65
10137,"Higienópolis, Sao Paulo",800000,2,2,3,90
10138,"Cambuci, Sao Paulo",270000,2,1,3,59
10139,"Vila  Leopoldina, Sao Paulo",540000,2,2,2,70
10140,"Pompéia, Sao Paulo",1250000,4,1,2,129
10141,"Bela  Vista, Sao Paulo",1465000,0,2,2,180
10142,"Vila  Olímpia, Sao Paulo",1235150,3,3,2,95
10143,"Lauzane  Paulista, Sao Paulo",1300000,4,5,3,153
10144,"Água  Branca, Sao Paulo",180000,1,1,3,35
10145,"Pinheiros, Sao Paulo",1210000,3,3,3,114
10146,"Bela  Vista, Sao Paulo",350000,1,0,3,31
10147,"Vila  Mariana, Sao Paulo",1300000,3,2,2,101
10148,"Jardim  Prudência, Sao Paulo",355000,2,2,2,68
10149,"Vila  Andrade, Sao Paulo",300000,3,3,2,65
10150,"Cambuci, Sao Paulo",290000,2,1,2,41
10151,"Jardim  Marajoara, Sao Paulo",1050000,3,3,2,135
10152,"Vila  Mariana, Sao Paulo",380000,1,1,2,57
10153,"Centro, Sao Paulo",170000,2,1,2,57
10154,"Vila  Buarque, Sao Paulo",648000,2,3,2,67
10155,"Parque  Munhoz, Sao Paulo",225000,2,1,2,45
10156,"Mooca, Sao Paulo",425000,2,2,2,64
10157,"Pinheiros, Sao Paulo",3350000,3,2,2,180
10158,"Jardim  Anália  Franco, Sao Paulo",1850000,3,5,4,262
10159,"Jardim  Anália  Franco, Sao Paulo",3372500,4,6,5,355
10160,"Jardim  Anália  Franco, Sao Paulo",8500000,5,7,9,625
10161,"Higienópolis, Sao Paulo",3195000,3,2,3,212
10162,"Campo  Belo, Sao Paulo",550000,0,2,3,47
10163,"Consolação, Sao Paulo",520000,0,1,3,47
10164,"Vila  Mariana, Sao Paulo",1300000,0,3,2,130
10165,"Campo  Belo, Sao Paulo",650000,0,1,2,88
10166,"Campo  Belo, Sao Paulo",590000,0,1,2,49
10167,"Pinheiros, Sao Paulo",410000,1,1,2,42
10168,"Pinheiros, Sao Paulo",520000,1,1,2,40
10169,"Itaim  Bibi, Sao Paulo",265000,1,1,2,29
10170,"Pinheiros, Sao Paulo",560000,1,1,2,43
10171,"Alto  de  Pinheiros, Sao Paulo",5450000,4,6,4,286
10172,"Santana, Sao Paulo",1157900,3,4,3,150
10173,"Sumaré, Sao Paulo",500000,2,1,3,60
10174,"Santa  Cecília, Sao Paulo",2000000,4,4,2,208
10175,"Campo  Belo, Sao Paulo",1745000,0,4,3,178
10176,"Vila  Madalena, Sao Paulo",640000,0,2,3,75
10177,"Jardim  Paulista, Sao Paulo",1000000,0,2,3,130
10178,"Vila  Madalena, Sao Paulo",900000,0,2,3,91
10179,"Liberdade, Sao Paulo",230000,0,1,3,33
10180,"Santa  Cecília, Sao Paulo",510000,0,2,3,102
10181,"Itaim  Bibi, Sao Paulo",525000,0,1,3,40
10182,"Moema, Sao Paulo",1290000,2,3,3,90
10183,"Moema, Sao Paulo",1330000,4,3,3,145
10184,"Moema, Sao Paulo",1351785,2,2,3,115
10185,"Pinheiros, Sao Paulo",600000,2,0,3,87
10186,"Cerqueira  César, Sao Paulo",1200000,2,2,3,107
10187,"Santa  Teresinha, Sao Paulo",650000,3,4,2,93
10188,"Ipiranga, Sao Paulo",550000,0,4,2,70
10189,"Perdizes, Sao Paulo",4100000,4,4,4,266
10190,"Brooklin, Sao Paulo",965000,3,2,2,113
10191,"Vila  Ema, Sao Paulo",852000,2,2,2,126
10192,"Itaim  Bibi, Sao Paulo",1535000,3,1,2,110
10193,"Moema, Sao Paulo",3200000,4,4,4,214
10194,"Jardins, Sao Paulo",1305000,3,1,2,142
10195,"Vila  Andrade, Sao Paulo",990000,4,5,2,240
10196,"Mooca, Sao Paulo",2040000,3,6,4,204
10197,"Brás, Sao Paulo",368000,2,2,4,55
10198,"Jardim  Caboré, Sao Paulo",609000,3,2,2,110
10199,"Jardim  Paulista, Sao Paulo",2000000,0,2,2,170
10200,"Ipiranga, Sao Paulo",440000,0,1,2,65
10201,"Vila  Madalena, Sao Paulo",545000,0,1,2,35
10202,"Perdizes, Sao Paulo",1350000,0,3,2,128
10203,"Vila  Mariana, Sao Paulo",700000,0,2,2,68
10204,"Vila  Madalena, Sao Paulo",1400000,0,3,2,127
10205,"Brooklin, Sao Paulo",500000,0,1,2,40
10206,"Santa  Cecília, Sao Paulo",200000,0,1,2,28
10207,"Aclimação, Sao Paulo",1200000,0,2,2,191
10208,"Santa  Cecília, Sao Paulo",620000,1,1,2,62
10209,"Santa  Cecília, Sao Paulo",1700000,4,3,3,179
10210,"Campo  Belo, Sao Paulo",697900,2,2,3,61
10211,"Jardim  Ester  Yolanda, Sao Paulo",320000,2,1,3,48
10212,"Brooklin, Sao Paulo",1395000,3,4,2,124
10213,"Aclimação, Sao Paulo",420000,0,1,2,65
10214,"Vila  Nova  Conceição, Sao Paulo",2750000,0,3,2,201
10215,"Perdizes, Sao Paulo",490000,0,1,2,60
10216,"Vila  Buarque, Sao Paulo",350000,1,1,2,33
10217,"Tatuapé, Sao Paulo",740000,3,3,2,96
10218,"Vila  Maria  Alta, Sao Paulo",850000,3,3,3,115
10219,"Aclimação, Sao Paulo",3490000,3,5,4,350
10220,"Aclimação, Sao Paulo",2050000,3,4,3,176
10221,"Vila  Dom  Pedro  I, Sao Paulo",1461235,4,5,2,163
10222,"Pinheiros, Sao Paulo",530000,1,1,2,48
10223,"Paraíso, Sao Paulo",265000,1,1,2,23
10224,"Itaim  Bibi, Sao Paulo",265000,1,1,2,29
10225,"Itaim  Bibi, Sao Paulo",750000,1,1,2,38
10226,"Campo  Belo, Sao Paulo",305000,1,1,2,43
10227,"Água  Branca, Sao Paulo",480000,2,2,2,63
10228,"Liberdade, Sao Paulo",360000,2,1,2,52
10229,"Vila  Guaca, Sao Paulo",260000,2,1,2,41
10230,"Paraíso, Sao Paulo",5800000,4,5,5,326
10231,"Moema, Sao Paulo",1300000,3,3,5,121
10232,"Vila  Ema, Sao Paulo",400000,2,2,5,62
10233,"Campo  Belo, Sao Paulo",950000,0,1,5,69
10234,"Campo  Belo, Sao Paulo",550000,0,2,5,47
10235,"Consolação, Sao Paulo",520000,0,1,5,47
10236,"Vila  Mariana, Sao Paulo",1300000,0,3,2,130
10237,"Campo  Belo, Sao Paulo",650000,0,1,2,88
10238,"Campo  Belo, Sao Paulo",590000,0,1,2,49
10239,"Pinheiros, Sao Paulo",410000,1,1,2,42
10240,"Pinheiros, Sao Paulo",520000,1,1,2,40
10241,"Itaim  Bibi, Sao Paulo",265000,1,1,2,29
10242,"Pinheiros, Sao Paulo",560000,1,1,2,43
10243,"Alto  de  Pinheiros, Sao Paulo",5450000,4,6,4,286
10244,"Santana, Sao Paulo",1157900,3,4,3,150
10245,"Sumaré, Sao Paulo",500000,2,1,3,60
10246,"Santa  Cecília, Sao Paulo",2000000,4,4,2,208
10247,"Campo  Belo, Sao Paulo",1745000,0,4,3,178
10248,"Vila  Madalena, Sao Paulo",640000,0,2,3,75
10249,"Jardim  Paulista, Sao Paulo",1000000,0,2,3,130
10250,"Vila  Madalena, Sao Paulo",900000,0,2,3,91
10251,"Liberdade, Sao Paulo",230000,0,1,3,33
10252,"Santa  Cecília, Sao Paulo",510000,0,2,3,102
10253,"Itaim  Bibi, Sao Paulo",525000,0,1,3,40
10254,"Campo  Belo, Sao Paulo",1409100,3,3,2,117
10255,"Jardim  América, Sao Paulo",1280000,2,2,2,71
10256,"Real  Parque, Sao Paulo",265000,1,1,2,35
10257,"Belém, Sao Paulo",1170000,3,4,3,155
10258,"Jardim  Morumbi, Sao Paulo",2200000,4,5,4,207
10259,"Jardim  Anália  Franco, Sao Paulo",950000,3,2,2,100
10260,"Vila  Romana, Sao Paulo",2100000,4,6,4,164
10261,"Vila  Romana, Sao Paulo",870000,3,3,2,93
10262,"Vila  Olímpia, Sao Paulo",485000,1,1,2,28
10263,"Aclimação, Sao Paulo",745000,0,2,2,178
10264,"Vila  Buarque, Sao Paulo",380000,2,1,2,39
10265,"Vila  Andrade, Sao Paulo",330000,2,1,2,55
10266,"Imirim, Sao Paulo",259900,2,1,2,42
10267,"Alto  de  Pinheiros, Sao Paulo",2100000,3,2,3,230
10268,"Jardim  Dom  Bosco, Sao Paulo",698000,3,2,2,92
10269,"Alto  da  Lapa, Sao Paulo",1300000,3,2,3,120
10270,"Perdizes, Sao Paulo",950000,0,2,3,90
10271,"Santa  Cecília, Sao Paulo",315000,0,1,3,28
10272,"Moema, Sao Paulo",1385000,0,3,3,137
10273,"Perdizes, Sao Paulo",1400000,0,2,2,130
10274,"Perdizes, Sao Paulo",1350000,0,3,2,128
10275,"Vila  Mariana, Sao Paulo",700000,0,2,2,68
10276,"Vila  Madalena, Sao Paulo",1400000,0,3,2,127
10277,"Brooklin, Sao Paulo",500000,0,1,2,40
10278,"Santa  Cecília, Sao Paulo",200000,0,1,2,28
10279,"Aclimação, Sao Paulo",1200000,0,2,2,191
10280,"Santa  Cecília, Sao Paulo",620000,1,1,2,62
10281,"Santa  Cecília, Sao Paulo",1700000,4,3,3,179
10282,"Moema, Sao Paulo",1680000,3,0,3,155
